slope_angle,rainfall_last_24h,displacement_rate,pore_pressure,image_crack_score,rockfall_event
28.727005942368123,116.1558086835402,1.4129398350388422,47.116193019039,0.888953061667202,1
57.53571532049581,105.39432991277968,2.293382952551841,28.65262978486148,0.31571342472604547,1
46.59969709057025,70.20738992066696,0.49607748959819564,41.38175986481318,0.051909697808760535,0
39.93292420985183,98.64253157922205,2.2341851267158845,142.04681890796715,0.9197440329773053,0
17.800932022121827,73.01932708984206,1.0154067482249012,265.36020674978266,0.43626078277092883,0
17.799726016810133,131.5862670956305,1.3879765204802041,92.76622341091765,0.11682319743209268,1
12.904180608409973,167.00593013208223,2.39056282472336,132.53973216069235,0.35921491285604823,1
53.308807288746756,157.37888736839713,4.431503390433152,10.007088975240885,0.7821689937181,1
40.05575058716044,68.1384846743986,2.8920365085951034,180.02244326458836,0.5790621722234945,1
45.40362888980228,101.88389876981037,0.08834062853190716,101.8598988314907,0.9407931496677577,1
11.029224714790121,2.1312598702180274,0.7175581307502171,200.67158333514288,0.9879521196736014,0
58.49549260809972,174.055627844871,0.31671134565612324,171.45620523000647,0.36591950835157394,0
51.622132040021086,49.079165170388436,0.931325925026073,217.52623377529576,0.882052163839274,1
20.61695553391381,88.21829882856025,1.7183200847325286,232.39747236119618,0.9577517191769785,1
19.09124836035503,30.51008900378964,0.8753076633420076,71.96070895625803,0.20215983998147102,0
19.17022549267169,135.62171448456306,2.3083909688212496,152.1559375582815,0.9116903664719731,1
25.212112147976885,109.0595313380816,4.120918388738007,167.43338124017723,0.15017478935880224,1
36.2378215816119,72.9579511974735,4.127712790454635,131.01730029876387,0.5218581933713929,0
31.597250932105787,107.03872884991061,1.6981622570449244,115.55276941300589,0.8086193037315996,1
24.561457009902096,33.747317505422835,1.6333501300757587,283.9211006387509,0.35715069979603253,1
40.59264473611897,155.12768642926557,3.728768071563992,33.226125463937585,0.1568088776612978,0
16.97469303260209,53.19182948924082,2.075364065049301,37.283523622381495,0.3210479684276958,0
24.60723242676091,123.00491397831507,4.850580122472013,184.88660868843868,0.579630957191141,1
28.318092164684586,179.880007531645,2.2247694745241486,73.02384155210127,0.3718948245856112,1
32.8034992108518,7.717121689164275,1.2159041388916958,299.6649523500444,0.771258059449107,0
49.25879806965068,77.50678859054783,0.049101291669541025,25.082028739783702,0.6976729222914086,0
19.98368910791799,26.98355193612705,4.770564361322954,222.51886889525355,0.7334694215785718,0
35.71172192068058,181.73154207104744,0.5937191988115509,215.85013233831268,0.6088922951923639,1
39.620728443102124,72.01548890008485,0.8758834062794085,219.55557404225746,0.09956203772015249,0
12.322520635999886,42.66818533289018,0.19168488979458942,201.21751834351707,0.958611268128417,1
40.37724259507192,135.29531513728128,2.32468730636732,23.74704443777952,0.20434979675353981,1
18.526206184364575,108.63855748512823,2.0419300890658763,97.74358212908841,0.002745063628878941,0
13.252579649263975,163.38733634824627,4.078831969336555,31.616255212750154,0.8952896202915783,1
57.44427686266666,150.6136317445691,2.776791713104912,197.28631928884604,0.8718229490327859,1
58.28160165372797,194.93397059056684,2.9114675004797466,67.42371504193235,0.974580715103169,1
50.419867405823055,18.106461439844068,3.9512206549513196,164.99350162298032,0.38699199656821404,0
25.230688458668535,16.054553671302706,2.914661510939838,296.8638952559247,0.958842271511167,1
14.883605700319194,181.47213970254356,2.8268956274359396,26.118832873390797,0.8206313382086176,1
44.211651325607846,191.14644478659193,4.64262819803403,277.9716874198748,0.6930723807078997,1
32.007624686980066,81.32686918702636,2.1852479938058824,137.08193372700612,0.035032121251316495,0
16.10191174223894,91.17396593461251,3.1721804666611026,167.6940749415331,0.6805735021494537,1
34.758845505563514,73.73965718777828,1.9216640085095467,240.9045631651707,0.6190895518651051,1
11.71942605576092,155.53737501599448,3.253371913614104,230.93766206667192,0.15929096583162705,0
55.4660201039391,154.15732375536732,0.05028109891141108,9.470855047777004,0.6884717567338955,1
22.938999080000848,44.083932301570705,3.6334125088914693,166.8421374068565,0.5023626731972226,1
43.1261142176991,76.77882597265699,3.90880479643472,288.5449912687464,0.7227951022506873,1
25.58555380447055,42.487335407341774,4.386850551250786,144.82351969056697,0.422484288387319,1
36.00340105889054,9.324829001408897,2.499155726377507,274.5797188792873,0.7606181396880018,1
37.33551396716398,11.224292812785762,1.4309038166826027,63.966533905842425,0.5771334563604893,0
19.242722776276352,29.364624864087375,3.6523932395695384,210.4995120251343,0.9487502290546714,0
58.47923138822793,5.976407035494424,4.745091338264804,175.9847612782295,0.4739075475487139,1
48.75664116805573,84.63504125526089,3.8492597061226865,39.42637596430815,0.16045284314656727,0
56.97494707820945,12.80390207412616,4.555913236631467,45.14934915974227,0.8313352624385146,1
54.74136752138244,169.48227832499592,0.5966900771208089,210.06354641514136,0.7673256577312383,1
39.89499894055426,142.41639547936316,4.62129271575618,35.39926042898587,0.3119415414350487,1
56.093711751155844,156.72856863665768,3.553886825447059,191.52631499980617,0.0375891291894529,1
14.424625102595975,123.49602363789379,4.111418979698528,266.39959634670333,0.6587967589569677,1
19.79914312095726,132.7754663681948,2.104485370542924,93.11176656526854,0.29260512045197884,1
12.261364445526903,22.68200675564791,2.8498552880391803,71.48142712280658,0.47541923218730253,0
26.266516538163216,11.633529706689671,3.0666727564863647,161.6944540786343,0.07771289853463326,1
29.4338644844741,197.84282243942548,2.5938673361483406,278.3326033757992,0.24776574469250134,1
23.567451588694794,74.58987232882689,0.4828819873889617,22.202127559161134,0.292544174137791,0
51.436875457596464,10.254003847730452,1.1599358805116389,263.07861252624986,0.10119834583618215,0
27.837666334679465,31.929198412831084,0.697733802528846,45.78379052853454,0.2849104658578582,0
24.046725484369038,174.84119938330093,4.140546245139177,125.83360703128585,0.25744721447493635,0
37.13480415791243,41.15973532542658,1.8629319879614148,246.64702223681036,0.3125524084207464,0
17.046211248738132,93.40841425429387,1.4399497026994557,169.31437465239165,0.9819712448969102,1
